block_number,tx_hash,log_index,stakeholder,collateralToken,parentCollectionId,conditionId,partition,amount
74999041,0x47148c062a4d77d2a438c6e5db85fecb98e42243f98b21cbcd096c6ed9255a70,430,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xe7a70c629072e2e136b40d9f8cd18364343fc2e5b6557819afb9c0944370627a,"[1, 2]",2030000
74999043,0xd8c3629e769e4f0c33269576211d1c93d448a9fd418c83391579be07cf5d01af,290,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x762a68aea762d8b0b3b4bf82a86b920cca68988c3841f25c4ec198870a1337f4,"[2, 1]",37000000
74999044,0x53bb648773cb3e12e9b64c4a3d343a3d3094cf223f2ee3e3a23f455388b3211b,260,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x687a560d75e106303717a92786946084419ecba08e442ec8e6af07e949e6a5af,"[1, 2]",233870793
74999048,0x7d83d9fa4478dd85ba0a39702c914ec9cebebe9879618cfe05ee417fe339e9a2,1088,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[1, 2]",10000000
74999052,0xff5246db6e544fc97a8901982e603e07a6c622459234b078804b2f695dec8ca6,1222,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x762a68aea762d8b0b3b4bf82a86b920cca68988c3841f25c4ec198870a1337f4,"[2, 1]",120000000
74999053,0xe1dede30a8bcc3a656d87532a64f2f82c3dfad7f59e63a776642c018b4f55ec4,641,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xcdeb1405847deab2d947656d33faade14bd5c8f7a93f9d64e945dae227f8b8cf,"[1, 2]",10000
74999056,0x2211651b2b2066276bd825fbca729d2341b9580d699402a6549d16cb7f8a80a3,1140,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xe7a70c629072e2e136b40d9f8cd18364343fc2e5b6557819afb9c0944370627a,"[1, 2]",28850000
74999056,0x2211651b2b2066276bd825fbca729d2341b9580d699402a6549d16cb7f8a80a3,1150,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xe7a70c629072e2e136b40d9f8cd18364343fc2e5b6557819afb9c0944370627a,"[1, 2]",169590000
74999061,0x2b1574929065d339c056d1516997b53b58e06b112690c06dfcee24795f23e320,231,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[2, 1]",25000000
74999071,0xa5ca702af3d6f7dd3a0ec66ac6cd2485d12bfd6e20c439e137fc50a535167a2a,344,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x687a560d75e106303717a92786946084419ecba08e442ec8e6af07e949e6a5af,"[1, 2]",40000000
74999073,0x7c9e9a659d50841a739c67a9696d5821eea1d9c5cd13dd6a5cd8107dc1a7e716,656,0x331ab85c43da2ab7c71f9678e5886f7328d9d80e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x687a560d75e106303717a92786946084419ecba08e442ec8e6af07e949e6a5af,"[1, 2]",10000000
74999077,0xae261099781be5ff12fcfe0a5f6d86ab482533cdbabc35ef2237fe2dc4e734bd,476,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[2, 1]",5000000
74999079,0xdd7f642c6fa0e5a31c88395e73120b21d04ae2e86dc97ee4419f36f9be886082,416,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x687a560d75e106303717a92786946084419ecba08e442ec8e6af07e949e6a5af,"[1, 2]",80000000
74999086,0xe81b5137f3def895cc9a3b7bf82674c16409576e13fd147df5cfbd6f772f7d38,408,0x3c04e10977cf7585e99369e4c2dac04262bf3bb2,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[1, 2]",12000000
74999086,0xe73fc1daf54a3156f0bb73b60242090cca1b8782b4d2b0bfc9cb9dbe99876694,415,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x762a68aea762d8b0b3b4bf82a86b920cca68988c3841f25c4ec198870a1337f4,"[2, 1]",240000000
74999088,0xba6ecd47a859ca81e9c30536b0096f63b47c91e8d5e72124a7dd0fe667384f03,883,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x687a560d75e106303717a92786946084419ecba08e442ec8e6af07e949e6a5af,"[2, 1]",16165561
74999089,0x9e92679fc38e057a0248a0268c93f11d80f1aaf36b040d1d1894542f2205fe98,620,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x687a560d75e106303717a92786946084419ecba08e442ec8e6af07e949e6a5af,"[1, 2]",68148147
74999092,0x10736c5420aac6de5580907598c278b75e7c5ab873c25146c59556cb47b2674f,374,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[1, 2]",137333332
74999093,0x7a40f11e1dfccb5ecf582013af9ba8db0897e760bb2272711f0eae2fb716a42e,266,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[2, 1]",109798846
74999099,0xe1f010d77d8a0634b34b1978ef6a4383524c0e518ba450e33e7393a5c131717d,437,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[1, 2]",25000000
74999099,0xa328f80e96e8248d5b299eedd30e72a3194cdbf1a3bb9cefe2294ae1dac2e956,457,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[1, 2]",12000000
74999099,0xb9d8c75b1c5be07a2cab9c0ad4f8e4e57c44db599f250d103ad04a1d1207eea0,491,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[1, 2]",8000000
74999104,0xd5a2ee30a62f5a8f7f99041af5223b941f08d656453d52d97e14837a671881f0,643,0x3c04e10977cf7585e99369e4c2dac04262bf3bb2,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x687a560d75e106303717a92786946084419ecba08e442ec8e6af07e949e6a5af,"[1, 2]",14000000
74999104,0xd73e3921b9f62338e388f62ca98df68bff6aacbad3ded98ab56138a4ea596939,713,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x687a560d75e106303717a92786946084419ecba08e442ec8e6af07e949e6a5af,"[2, 1]",166867590
74999105,0x027c2082798b3b0762cc05e5e407757fe736a0b742ec4b01230ab6e640054faf,3,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xebddfcf7b4401dade8b4031770a1ab942b01854f3bed453d5df9425cd9f211a9,"[1, 2]",25000000
74999105,0xda4eb63f69192ec21fffaa7488eebb457c5975d64f4081f6b6f25e5d4852a0a8,317,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x687a560d75e106303717a92786946084419ecba08e442ec8e6af07e949e6a5af,"[1, 2]",223834439
74999107,0x90bc0577c73a8ac6f1174fa2fbae3d9aa97ec863464588436a384c9aa41fcebf,319,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x762a68aea762d8b0b3b4bf82a86b920cca68988c3841f25c4ec198870a1337f4,"[2, 1]",1160000
74999114,0x2128a11db8c00b78c2e0b23e5a7d9b817e400d234c33b76f584df01160f98bd0,355,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x762a68aea762d8b0b3b4bf82a86b920cca68988c3841f25c4ec198870a1337f4,"[2, 1]",30530000
74999114,0x95fd34e6dacc3cccd797075c424946006a3720d97a93674e1a70ef45dfb89dd8,875,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xe9c4bd705d3726ea3fb0846a1d23cec2a1d626c9369b5ac4a2a3c5ed1b021d13,"[1, 2]",100000000
74999115,0x617ff4a751e27c97e9623280df5aeca052f7c3e3f42a178010a2f1bdad57993d,363,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x687a560d75e106303717a92786946084419ecba08e442ec8e6af07e949e6a5af,"[1, 2]",83132410
74999118,0xcd6d466d4dd017afe6cba1e36eb334a986e56916a82e270ce2f56d9514f08504,296,0x3c04e10977cf7585e99369e4c2dac04262bf3bb2,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[1, 2]",10000000
74999118,0x1573fe9965e750c8efb0c4ee9bac3d2e3d671181c197e87de7259abe7724e9ba,323,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x687a560d75e106303717a92786946084419ecba08e442ec8e6af07e949e6a5af,"[2, 1]",16165561
74999120,0xcc283db8b52a168a9fa8130aa042de1a7f13ac44ad8eeccb619cb07a161ff374,1294,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xb55fa9808f19d45611602855d5f2284355a82df5de76b0392059370424d6bca9,"[2, 1]",5000000
74999124,0xccd41f2cd638d66c436f18984183d23dd56314b0eb9fae6f01ba3bed761f275d,349,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[2, 1]",40000000
74999131,0x16d285b665ae36d6f0d0d218d7387d3070a48525f7f51ed157ab72521d592bca,776,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xef726190aac0bd22c81784862f47a6fe7a95e525822240a6bfc323ebe8ac9a0f,"[1, 2]",72670000
74999136,0x43646a4892f7f7dda5bffe20fd4ca9224fde1dc8d6d63d6eea359f089c3e5ec8,791,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x687a560d75e106303717a92786946084419ecba08e442ec8e6af07e949e6a5af,"[2, 1]",1530000
74999137,0x4ba7db9a7ad06aaad790a153d0d0c530edf9a121ce1805cffb8fe5a2e5bb7fa0,313,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x762a68aea762d8b0b3b4bf82a86b920cca68988c3841f25c4ec198870a1337f4,"[2, 1]",185000000
74999140,0x7195a52b92e302c7322c65c056de78aa7a18be2ea388482e62209653cdabd2ce,328,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xb55fa9808f19d45611602855d5f2284355a82df5de76b0392059370424d6bca9,"[1, 2]",10060000
74999145,0xb00798fc3cb019ab072b6a3c412a707c1c444e6c31d698865a1caf72d3949e96,473,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[1, 2]",10100000
74999145,0xf1f136da26d951634d8abb6f540f7a5639a7ebc23199d40293ee9ee13fb29dba,534,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xb55fa9808f19d45611602855d5f2284355a82df5de76b0392059370424d6bca9,"[1, 2]",27650000
74999148,0x6b60058e64d44122e4596e805e81aa1170df3dcef66b024e677a8778be7b5275,258,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x9c60e608e40b658cf15c18b0aaaddda7c6614e66187ec4ecc34be6c8526ef16f,"[1, 2]",113000000
74999150,0xcd5629e4dfe93fe51346112dc43341a393721142a510b722cd0cee33aca8c6d6,429,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x67dc934ebd53e9f87ab6aa8634e18fbe4489e9e9e9e7b43ba2a9897ecbdc734e,"[1, 2]",8270000
74999163,0x7bc3c997aea09fd94d4c1fa490a8abe82191deba0695e025c9b8424a03e2293c,285,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[1, 2]",120000000
74999168,0xaec9958c284d08a056719f655e91712872a2897347765e9ec207afe652abec79,1366,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xb55fa9808f19d45611602855d5f2284355a82df5de76b0392059370424d6bca9,"[1, 2]",3510000
74999169,0x48946a338249c8a458ba396d874b11eb4d95f0e583acababa0c1a563a237bbd2,321,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[2, 1]",10000000
74999178,0x86a492ebdac6ea09fac3446f0872b464afcde9239e3da28df396b90bb70b52fc,975,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x762a68aea762d8b0b3b4bf82a86b920cca68988c3841f25c4ec198870a1337f4,"[2, 1]",166000000
74999185,0x9260a3677ee101a6e57827a7128e0c8b3fcb1eadcfa86458e6ce2fa4e4714319,606,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[1, 2]",2000000
74999186,0x448ba70ba27521931b7fe23f08682ea2e2aea03066eab698926f96c7c40fa5fa,391,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x762a68aea762d8b0b3b4bf82a86b920cca68988c3841f25c4ec198870a1337f4,"[1, 2]",58120129
74999190,0x4a09ce8c253e88007a7534875e66efbc760b55a3ef30734d92eddf995dda7242,461,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x687a560d75e106303717a92786946084419ecba08e442ec8e6af07e949e6a5af,"[1, 2]",71194439
74999193,0x50f71f10719ddc8d87439325137a116a1ad1b648bc0699b32d8201b0ec04c12f,360,0x3c04e10977cf7585e99369e4c2dac04262bf3bb2,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[1, 2]",12000000
74999195,0x653e1f9bf19cff75621f6374ef5c3af97b7ef4935e5723c9d385be23bb8b1407,385,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[2, 1]",21545453
74999198,0xb4f777272fc41c65b8d490266c8f6e6be9e5a992ba6b344ee0ed7cf36c6a14f5,223,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[2, 1]",22058628
74999202,0x33c7b2034d619c8d2669b60409fbb6366e7d12714218dfe65b9419a8cc70d902,384,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[2, 1]",62307691
74999205,0x604e52794802749132ef4ad5aff918049b73018c07d3aac16d0b20535b147f9b,313,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x762a68aea762d8b0b3b4bf82a86b920cca68988c3841f25c4ec198870a1337f4,"[1, 2]",1500000
74999205,0xbe6e26cf065c7d9938a0058fe16062e26902d3ffd3f2d51bf501765ce1d25fb2,339,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x9e2ada45732ff2ce8685b32088285bac5b5490d11485d4067fde789cb5144b29,"[1, 2]",218000000
74999206,0xb8af4c1b8c442a3e687fff51fec872d4709e8a5e6da08a687d1bdd5fd3b7a192,417,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xd8abd2e16448e67a54cdef29c16d7b45d2153c47dda6c0dcb18a955160129b9c,"[1, 2]",16000000
74999206,0xb8af4c1b8c442a3e687fff51fec872d4709e8a5e6da08a687d1bdd5fd3b7a192,423,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xd8abd2e16448e67a54cdef29c16d7b45d2153c47dda6c0dcb18a955160129b9c,"[1, 2]",103000000
74999213,0xa8ac8bfe39ac759aa1ec0e0ea76feb1735e4212534d2976dd944f27fce21683e,1143,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x762a68aea762d8b0b3b4bf82a86b920cca68988c3841f25c4ec198870a1337f4,"[2, 1]",134379871
74999214,0xedc970d5618adfd1cf21d1ea3992fe0ad688b0a81a0db81dd5a161ac351cadfe,343,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x01347cc520df1a70fd7a5e6caf7fd522e6a5d5aad88720d6c054ae2c9b2885a5,"[1, 2]",150910000
74999216,0x7d8c9d31cc84884aad99fd9267dc3dcfb03641bfc53f29a0fc86b00c834f2b8b,549,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x3535fb2f4aef6619dde8b367cb5e5d209526bb496d5d9778428c58a0252435e3,"[1, 2]",108000000
74999216,0xebd4e8ba31fceb5862eb9936dae6dad35b5dd0bbfb8db8757d0fe120815bf4c4,604,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x97fa80196ac9adb239723493b394da33a3df73a30814bf6e3b9a8fe785341a5d,"[2, 1]",46578945
