block_number,tx_hash,log_index,redeemer,collateralToken,parentCollectionId,conditionId,indexSets,payout
74999069,0x68fdc865d8a6fbd44b2c9c4a1f17c98f00a07b5a78fd05e2cde3279a291aa858,295,0x90f890f506342ce42a30c63c8e22436e0b518fa5,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",10142856
74999071,0x38d676660dc3ee5c5adcedd42e53ed5741eb535d164ec76b0985a7fd70c1e60f,359,0x5e8f4ff7d88729ec0c7c4091d8ccd01c5a0b55e7,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xacbbe836794957c16df7ae377edef761b47ffd4b28d36f36ad3e0281f1d611e4,"[1, 2]",98196000
74999074,0x171fcf8c69338c351ee338516a86229d5a31b63f314ffe684891782953f12277,403,0xbce2a426639de793c1a2d44d4512bbcd1e1731ab,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x35c96e5bedc1bf51ff54b357559233aa3eab489e0c30e645492596850d41d4bb,"[1, 2]",0
74999076,0xf768485a9434fe898bdf98ee0ee7bd3396024fa7f997430d1767a71dd04246ab,381,0x1ba03b2354437a4de0877dc1e4bca5087cde3d98,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xc2a42aea477b136e79bb2fc1ac919c40794d0c821a538c3865a51cae764f7770,"[1, 2]",697674406
74999076,0xf768485a9434fe898bdf98ee0ee7bd3396024fa7f997430d1767a71dd04246ab,384,0x1ba03b2354437a4de0877dc1e4bca5087cde3d98,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x816f82e8dea58ee2fdbf2fd3c1baa1b5d8d82bb7c77c2bb7c25a44db90fa5d17,"[1, 2]",12500000
74999079,0x3e03b3c2dc683f35f98de987f76c890a10537e85dcc4ceb877df6c3d40a108dd,439,0xadd75db3cfcadde4b20e602720ee03d260fa0053,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x8d56032a70551b17890cf2b31d3ecbfae25e40a6ca48d60165bd0869b67ca74d,"[1, 2]",19120878
74999084,0x89dda3e082189e6ee540eaadc12dd6ab72d5c63e1768bf2792b49626fa9aba66,14,0xc92136eee4d6ca0505d9542624be6b84d57b5279,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf7d5ec2994064c8fd3326e48a963d65de496a226094c6acef6265684918fe8ba,"[1, 2]",4561642
74999090,0x202224c8a355232998ca3ecdfbcd4372f28960812cb6069c801999fae3f76583,387,0x1d1aad14f2f502326310afd393808e62bf422ee3,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",7196427
74999092,0xc8ec9c2125a19098a386d1fa53483450b4e22f46db552c5dee05f9434813af10,392,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x85ed517c85d593e57518f7c63b872ca12d6c68ad6d57c451325603b85a8b9ae0,"[1, 2]",0
74999096,0xb6cfd2e1d03c4d830c4e89a37513c4b8713f5ab5ed1303021b24e38ef53aa05d,364,0x197f604d565d5b3c62ec77cad2a8a19fbb36dc8d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xbe4249769c6a0a49f3c061e470caccb48af8705b37fac149320a053a237bb5f6,"[1, 2]",0
74999097,0xc7203250df8a925ac6b655dbe90e947a233eec4b7b03ebddc5f997681ea8d2d1,248,0xeb9d299e281ff55638618728974ad3ce728fe31b,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x85ed517c85d593e57518f7c63b872ca12d6c68ad6d57c451325603b85a8b9ae0,"[1, 2]",0
74999098,0xbc6bde2e40a3c02308cb00403fb0c1d91598e7a580dda7b3ddaf15df5475e372,31,0xc92136eee4d6ca0505d9542624be6b84d57b5279,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x4121bdfb8114da0a31b907cf4f5514dd47260588529733ef798f51d965128334,"[1, 2]",50783
74999102,0xf8d24624ff13cb7c60fc7f0693d6f69e1910827e4b428a9033f961e34b03df89,210,0x197f604d565d5b3c62ec77cad2a8a19fbb36dc8d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x463024d6c98d477bbce0efaa573c218a0cc936cf9ab92f3c9696198d58f0ec61,"[1, 2]",0
74999104,0xb2ce89447f0e44a5493f8d62ed7849a299ec9ba4d0cacfa5555c62b6d0d84321,807,0x197f604d565d5b3c62ec77cad2a8a19fbb36dc8d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x0f9f233517a56e2a72800d4e68a1ce7b51321452292acc370bd73a164f96bca1,"[1, 2]",0
74999107,0x374490ac1b5f3b2e1c6e2b0fc2a3ed3e8f85c6a44354410e1870b0e5f233a2fe,343,0x197f604d565d5b3c62ec77cad2a8a19fbb36dc8d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa128d5f65aba5802febc9215d065bca5b61d40c4a4ada48f23b27eb4a10f9ba9,"[1, 2]",1416733219
74999107,0xdfb6bcad0eb8433a9421b40bad3688280342edbd50b8b2715948d74e2222205d,349,0x3c532506e301cbeff7dc423e81111212a7094447,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x816f82e8dea58ee2fdbf2fd3c1baa1b5d8d82bb7c77c2bb7c25a44db90fa5d17,"[1, 2]",98000000
74999111,0xee87ce05986b0b90d485ab7085715d5bd9397fc0b198f5cdf2e0b162eeaf99c9,267,0x197f604d565d5b3c62ec77cad2a8a19fbb36dc8d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x4121bdfb8114da0a31b907cf4f5514dd47260588529733ef798f51d965128334,"[1, 2]",0
74999111,0xc53dc84b42c12401bc6626140844b2b6dfd1fc3c4a00b7c7a877c67e96b799c9,360,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x335f3e691a875edcac5f1c555d7f699da5fbc006e6cc4f1168fe70bb49561b77,"[1, 2]",13423000
74999112,0x91532c3edfc59040638f7be61e0ba8382f94bd7dce76351a3302e8c31483d1df,420,0x27d218d368b4a0cd947f67ec84a00b5f148952a6,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",0
74999113,0x50ba02b817bbe65d7360c7de8228e539c237f4906b7407527b2f657432d4681a,890,0x11db09d0b7b43ab7db4e505b65eb2ee4a8999831,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xc97cc277ee48e00f057a23ae2a8414ac566f4b9a72f006da6b2eb239630b253d,"[1, 2]",227000000
74999113,0x50ba02b817bbe65d7360c7de8228e539c237f4906b7407527b2f657432d4681a,893,0x11db09d0b7b43ab7db4e505b65eb2ee4a8999831,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x40c530b710c167266e999de97d853583fc5045f13d89c17119b1b0f873ab52a8,"[1, 2]",17000000
74999117,0x8a01fd7a899f39ce4596165dc8b5dfdf7d9056fc9aa75405e4c25cac300b1dd5,802,0x197f604d565d5b3c62ec77cad2a8a19fbb36dc8d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xd3523417d1bd6162cf1cd0d92bd957d9fd0b226d7441d3b2625673dae60c1a2a,"[1, 2]",131050000
74999121,0x410035fe69d081df29ff04493b34b36c7516f45dae9d7b800d95da0396a4bbd0,159,0x197f604d565d5b3c62ec77cad2a8a19fbb36dc8d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x5dd52f38dceb14b1cd3d181b76f5367ac2de1fcac7b1be7cc4206eed51ed9930,"[1, 2]",0
74999121,0x9c8f39c89847918c5b202d99f93b1686b8fa7c7219b8b84df57aeb377a1d59bb,399,0x9ef4888d05fb08cb7df7f635d00a27e8ec12e8f1,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",7589284
74999125,0x48cfaef827fdd2b8795b3de0954eb33f35604462249ce0d4d4917449a64a58c3,287,0x197f604d565d5b3c62ec77cad2a8a19fbb36dc8d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",0
74999127,0x99d91654b474e74ddb5f2d580f19a56f8d5ec7c6909a804b9ae3730cb55fbfaa,403,0x48e207bf61b3b2c001809886c8361918a0fd35c7,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xb562597294c459b5f0ee8df7d60758ce73da6bc183809627ecb03d80351074c0,"[1, 2]",1063043475
74999127,0x99d91654b474e74ddb5f2d580f19a56f8d5ec7c6909a804b9ae3730cb55fbfaa,406,0x48e207bf61b3b2c001809886c8361918a0fd35c7,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xb7ee4047575f65a5d18703ca3ba194d59490977f6ec60338f89371f6d37b7efd,"[1, 2]",845000000
74999130,0xb34a6e9f9d0fded8854b382e4b366f3b9aef95bc5aeb4b069771d35818c6a154,376,0xc7a7af4f182b60e3fbe20b89aadea0472a81e338,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",0
74999133,0x3830ef336141700d7e4d179d2fb1441d247dd72ee6d4d6fa27f4719fd942bf65,417,0x43372356634781eea88d61bbdd7824cdce958882,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xc2a42aea477b136e79bb2fc1ac919c40794d0c821a538c3865a51cae764f7770,"[1, 2]",7741119
74999133,0x6a2a3d582655e6988c1b40689270eba91956d3d7a99e984779668f7d64a1551b,423,0xabf97c34977b8b9bb204eccf9ae030ff0db68214,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x05cde4128c2134e101d1b7feb9aa7faa15388f7b6381eedc43f33b3a4233c157,"[1, 2]",1000000000
74999133,0x0f9bc77af4bc4fcc46a77d784459df5f74df442acabf8ba73180d4b6dc832c75,429,0xd56a4f9a0d42332b7fec0a35c92403ed7b873af2,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xd8bb2bb72a4ec015d2e71b529051cfd96a9fafa67e06d5c52dad974b75ba8ade,"[1, 2]",1825333
74999140,0x41e7c15a3d7fadadc4c4be4d3c9e5a6d2a66665c1813b94f97a40889288a5c18,321,0x969affc833d33c62cc6de6cff2c8954a4c353b60,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",0
74999140,0xf87c20f8ebfbcee522d2a0192a2c9edcc7057c182c5b4d10c1c966c2d3d843dc,338,0x6f8b7681c3b52c8549fce2bdba9eed19dccc7d42,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa0af2c78054270d23fdc3c41e8870d9592e4bc40c73a9a81b89e275c8d07154d,"[1, 2]",115307500
74999142,0x3cad5b84eb3bb3101ebf0598b383432f2d75b888a992a31a63ac54d06fd9011f,367,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xec800c832bcd12abfae95bcf68d67ad1d693b0a846061d0362a74710fb5bdfd8,"[1, 2]",7407406
74999142,0x3cad5b84eb3bb3101ebf0598b383432f2d75b888a992a31a63ac54d06fd9011f,373,0x1068a7042b96c692ab266a22d1d35987431e6de3,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x9f21a865ff03186d1a683b75adfc7d7b71876f7879e459df2b132493b275dd35,"[1, 2]",1492536
74999146,0x1ce39a553cce990a1fcf077c63368e905af6b080a0859574fc3cb7496d4867ba,773,0x95522e3b7fd21db696030ba5b1ea5abf3473e49c,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x8d56032a70551b17890cf2b31d3ecbfae25e40a6ca48d60165bd0869b67ca74d,"[1, 2]",21549449
74999150,0x832a8de204172ce7d71eb53b9f7aa8ee3cdbcc2f1fd6abf2f604dee1e82768a2,462,0xddd7113193a7cfbe65702ca0e4c7f6795a7b5772,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",8890908
74999154,0xbebc79cef2c899185a87f35d016ab1bc41183a07c6a50b8eef4916d9de7afb8e,287,0x0f863d92dd2b960e3eb6a23a35fd92a91981404e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x816f82e8dea58ee2fdbf2fd3c1baa1b5d8d82bb7c77c2bb7c25a44db90fa5d17,"[1, 2]",165600000
74999154,0xbebc79cef2c899185a87f35d016ab1bc41183a07c6a50b8eef4916d9de7afb8e,291,0x0f863d92dd2b960e3eb6a23a35fd92a91981404e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x356087ab1b6a1bbe8c516158e8c46cf6d2f71b0202c227bc380b50f51da321af,"[1, 2]",163005260
74999154,0xbebc79cef2c899185a87f35d016ab1bc41183a07c6a50b8eef4916d9de7afb8e,294,0x0f863d92dd2b960e3eb6a23a35fd92a91981404e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x604861e8fad36c55ae94a23175f237cf1d1c8ad81cb9b11220ab4022061a1565,"[1, 2]",128993801
74999177,0x8ac5bcd6894969aa0b0400f5b9f92338a030565146606e9fd2e547c66674b626,319,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x6bc94b1ada9cec37d728bd4cf1884507afda84b853d7e3628bc4d112caa43462,"[1, 2]",10800000
74999181,0xff9ee800c8f7bff751ba822f503f11391542ef9ea54794093382f370d9caa146,415,0xc3942c395d27e651f727a96ab4cca330a561315d,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xab2dbffb826d187f977be675d954a12138c2a4153f47b485a8ebc30c12dc0dca,"[1, 2]",0
74999182,0x3ca7ef64fd2440a0c465454d5bdcda5cb55ed799e2160dbb53f7b71e08a0622c,1228,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x0a2e9b6e271be70c737cdf451a88e70f953e31140ce73ffce8cf547631ae4794,"[1, 2]",3474700
74999186,0x9d644c6673dce6b1c0e98e7f407ab350b09e0ba130eaaf2b613c191d0a81fa2c,395,0xf94a29b77504099e5ac0e5b51eba25ea9d3bb31c,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xa4f0276aba6cc679c82649890d8aed82ff5b5948f311558c04386c4c1e2ff02a,"[1, 2]",0
