block_number,tx_hash,log_index,stakeholder,collateralToken,parentCollectionId,conditionId,partition,amount
74990118,0xeea5730933b32d1bd43bea304db0064da6c37241154781b9902391e4867bd3fe,281,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xf511fc5bf7aea547f7e33567e93b2c63f74bffbc0f0da79d7715cf5e27d16b6c,"[1, 2]",65000000
74990118,0xeea5730933b32d1bd43bea304db0064da6c37241154781b9902391e4867bd3fe,288,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xdf04f0771458711e2d19fb11e64f873480d451d9aee544146cceb29ea3bedcce,"[1, 2]",65000000
74990118,0xeea5730933b32d1bd43bea304db0064da6c37241154781b9902391e4867bd3fe,295,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xf4aab57ceee3f341380372dbc158e4b540bc7035c1cf3aa22846f48622f92110,"[1, 2]",65000000
74990118,0xeea5730933b32d1bd43bea304db0064da6c37241154781b9902391e4867bd3fe,302,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x15ef292e550795785df3ee5eac729517fc850936e877b165998c94351c12544b,"[1, 2]",65000000
74990118,0xeea5730933b32d1bd43bea304db0064da6c37241154781b9902391e4867bd3fe,309,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x174095e1593bae3b4ddfe14e9d90ad7fe7572a8e92193e37ee2d9a3151f544fc,"[1, 2]",81000000
74990118,0xeea5730933b32d1bd43bea304db0064da6c37241154781b9902391e4867bd3fe,316,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xdd0c4a2c0dc2323a03096b0da84372ea8502b0f3bbfade6a5eba32ed76308b8b,"[1, 2]",53000000
74990118,0xeea5730933b32d1bd43bea304db0064da6c37241154781b9902391e4867bd3fe,323,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x57ebf8c44681658feca51d1248432897d9bd5d358192f13eb19998551c83204d,"[1, 2]",66000000
74990118,0xeea5730933b32d1bd43bea304db0064da6c37241154781b9902391e4867bd3fe,330,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xc8761147389535d28583a71eab365841f36f1cc7ee689fbd32a384e3879a5b7c,"[1, 2]",22000000
74990118,0xeea5730933b32d1bd43bea304db0064da6c37241154781b9902391e4867bd3fe,337,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x700803904cd5bc5caac110bb58bee0097d2fbb328e0dc4ee494135cf79a46386,"[1, 2]",22000000
74990123,0xb97f14134c7d66f9dc37683ed661467b04818d2fd9880450e8e4e1d370728b76,625,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x54eea1eca602d7e38833156b0487419567ae205910a0371708f414f846c5984e,"[2, 1]",1492536
74990124,0xf2650714716916a2903e4f208b6042faef64dd2963db485d78a266d44fe413b2,464,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x200369a7fc4dad910665c5a77e1c0c0d16237f79c637928bf0c5112cac2db708,"[1, 2]",3390000
74990131,0xddf33cd1ef9cd5f13f376db38c6b3ec15cd34db0fd8f4c075a005a1961689cdc,515,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xfbb80ea5f8fc02ee7df8bd4f58790e1d04b874078a49a7b7028a74a2075100c9,"[1, 2]",307290000
74990135,0x1d2a65470fa92e3815eecff9d3f564a34796842788058fb42bc6246374c7a62b,524,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xc0f3faeb3ac410b2b63739c39282a008263f2015cc909365ce6a788f3f5bfa48,"[1, 2]",10000000
74990136,0x2187ee12bc492271e6e7f74a105e69304ff955e7516b3f4d74804a3c13edfb1f,468,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x54eea1eca602d7e38833156b0487419567ae205910a0371708f414f846c5984e,"[2, 1]",40000000
74990137,0x004b0cab268d485d33932aaaee1d858f050ddfdd999d5e249b3b71a7175e7aaa,939,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xeac4ec22f9ca445759238d91d12299b57c1256b32f4a563bfde36dbc1b5fddb2,"[1, 2]",97170000
74990147,0x54f58c54fcbd27e9773b8f2433c39877ecace74fc1eee37f7c79eb5093a5db52,419,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",19230000
74990148,0x762290eb6e4792a40c3a4048304c091f46c7ce690649b96a9a5c87fa010774e2,564,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xeeb92ddd77d671d1f9ea1f5727208d1fa91896a6d1f657fdcd7c9d578fe5c46c,"[1, 2]",11290000
74990148,0x762290eb6e4792a40c3a4048304c091f46c7ce690649b96a9a5c87fa010774e2,570,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xeeb92ddd77d671d1f9ea1f5727208d1fa91896a6d1f657fdcd7c9d578fe5c46c,"[1, 2]",11290000
74990149,0xd232164997426b33e505e85a1b86a67131f2eb0127e5b20cf694c5598702dd57,466,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",50000000
74990149,0x0883d48d64cdf43da82d81115fe9ae83a007572c72cbf4b6ffa62b48f5e87af0,477,0x491e76ad3182b94e8f525eb7271b2c8790e3440b,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",30000000
74990151,0x9139815355e64408bf6bf34fa63f159d63f94603df3dc6aface9352e4ad0463f,403,0xb563eb0184543459596fd1011d013b7451600115,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x54eea1eca602d7e38833156b0487419567ae205910a0371708f414f846c5984e,"[2, 1]",80000000
74990153,0x3c82ff691032762867a0406998da69b761f020fabe9eb26fc92c214722ef4aa2,591,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x54eea1eca602d7e38833156b0487419567ae205910a0371708f414f846c5984e,"[2, 1]",80000000
74990153,0x6b945e443cbffda7e0033ede8e0243b6659c4e9c04bdc2aa8d3542c74f0bec4d,656,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",5000000
74990154,0x0713681c51335640484f5afec8448a2f82cda183e611037182878e3bfa165508,466,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x1073cc3483263763397b853cb095ac8451f7e26b5a94231b5973c14bf6e7a95a,"[1, 2]",1500000
74990156,0x0503466dca220c24b6164459545079ea8da40311df6bd1fa26ea840b70ecda4b,592,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x1d54eb5eac2cee8f595f3097c65da7d07f8ab5dee63d7c0c6883eb70e1e9af30,"[1, 2]",5180000
74990156,0x0503466dca220c24b6164459545079ea8da40311df6bd1fa26ea840b70ecda4b,598,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x1d54eb5eac2cee8f595f3097c65da7d07f8ab5dee63d7c0c6883eb70e1e9af30,"[1, 2]",760000
74990166,0x5be878a65122503e2dc750061155de15138cf72f76367dec156eee8ad7c639aa,427,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xae70ab9bf1c3726fe430a2ba8b517697ae24e0f0ab554b876a5b521153068882,"[1, 2]",115830000
74990167,0x60820c877cc67669c5394f023cc888a2fdf45a4a31624c4392d2dbc1d10085c1,593,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xeeb92ddd77d671d1f9ea1f5727208d1fa91896a6d1f657fdcd7c9d578fe5c46c,"[1, 2]",2706200000
74990171,0x4574552045cad4074229238412aa1e816abaea9f26cc15ca98decd33db0ceeb3,435,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xbb50a8be669052c941c30a8892b48ba104fb09ffd7d82f963b511f3db855e0a1,"[1, 2]",321320000
74990175,0x58b3bd53852e2bcca38e0a85fddb3854e877a4759c4e19e6bbe94156d5085f18,376,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x35749b356cf3800907db61809e700033fc42f43a9a00ff3608f3375eab7298d1,"[1, 2]",68000000
74990180,0xdc478c38c5e3a78251c90c8f8ddac2c3c22418c198aebdaa6d9047a533cddae2,473,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x54eea1eca602d7e38833156b0487419567ae205910a0371708f414f846c5984e,"[1, 2]",85793991
74990182,0xeacb813a4880d27a609bbfc4e0137d8ec70944151c0cf17e243c76592f9ff8dd,553,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xe4ca8fd64ecf3938391f1d86ecb61fef816a56815371ef039c731b7e55477404,"[1, 2]",355340000
74990182,0xeacb813a4880d27a609bbfc4e0137d8ec70944151c0cf17e243c76592f9ff8dd,563,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xe4ca8fd64ecf3938391f1d86ecb61fef816a56815371ef039c731b7e55477404,"[1, 2]",93390000
74990182,0xeacb813a4880d27a609bbfc4e0137d8ec70944151c0cf17e243c76592f9ff8dd,573,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0xe4ca8fd64ecf3938391f1d86ecb61fef816a56815371ef039c731b7e55477404,"[1, 2]",63160000
74990187,0x3f5edf1af6db97b765685c593af385ecd9e36f9c9d6eaf1c86613bd5d3d5dbe5,662,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x2e289d1857fd70bef7dca163414e696aa288af18ccaf85f737b8a18a598bfa1a,"[1, 2]",5000000
74990189,0x2bd777e29803b06326c4e722939172f3cdf2e66fd0e433216ddbad5709a6376e,416,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xb2fc36d5f9bd808e7e1c65b21da9f69cb112541d3b403034f66b0004e38172ea,"[1, 2]",54190000
74990196,0x40e2e38a13a922749cd5e7afcadf44a4d756eb37afb8908c3722be7b7d9fe4aa,458,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x1073cc3483263763397b853cb095ac8451f7e26b5a94231b5973c14bf6e7a95a,"[1, 2]",11180000
74990201,0x5457fbe1da0d8b7d53f1756cfb790513323846d5c442fdf529297f8fb0f94d34,479,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0x1d54eb5eac2cee8f595f3097c65da7d07f8ab5dee63d7c0c6883eb70e1e9af30,"[1, 2]",1790000
74990202,0x13aeb49f0f449d75488e11e3ae1c50a69b1647e383cf9d2e7bd14da85e71290e,451,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x3a3bd7bb9528e159577f7c2e685cc81a765002e2,0x0000000000000000000000000000000000000000000000000000000000000000,0x43f20d6db57ed63e7e02184dafccea595828efb321f5d3206b55a4416da2ebce,"[1, 2]",298560000
74990203,0x46e51950e8ec608c385beb3f61257c061fdf34ebdc29ee58058601508488562f,318,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",300000000
74990216,0x1e1265daca9ac197ea38f125bc5dde62e889e5fcac809cc3d9bfce419c782f0a,331,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0000000000000000000000000000000000000000000000000000000000000000,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,"[1, 2]",6285713
